Sentiment,Probability
0,0.9997349381446838
0,0.9997792840003967
0,0.9998477697372437
0,0.999849796
0,0.9986051917076111
0,0.9997637867927551
1,0.9993162155151367
0,0.9997575879096985
0,0.9993196725845337
1,0.9997007846832275
0,0.9998327493667603
1,0.955691934
1,0.6761130690574646
1,0.8969997763633728
0,0.9998353719711304
1,0.9981745481491089
1,0.9990129470825195
1,0.9957239627838135
0,0.9734451174736023
1,0.9779623746871948
1,0.9969854950904846
1,0.915835977
1,0.9963371753692627
1,0.9988937973976135
1,0.9886005520820618
0,0.9998527765274048
1,0.9456928968429565
0,0.9998509883880615
1,0.9937151074409485
1,0.9933608770370483
1,0.9937151074409485
0,0.9909799695014954
0,0.9998134970664978
0,0.9997735619544983
0,0.9998335838317871
1,0.9980167150497437
0,0.9998292922973633
0,0.9997064471244812
0,0.9987131357192993
1,0.9387229084968567
0,0.9998489618301392
0,0.9998445510864258
1,0.9996414184570312
0,0.9998297691345215
0,0.999401331
0,0.999836802
0,0.9997904896736145
0,0.9986214637756348
1,0.9996936321258545
1,0.9993746876716614
1,0.9995145797729492
1,0.9995046854019165
1,0.9996633529663086
0,0.9997642636299133
1,0.9876749515533447
0,0.9998387098312378
1,0.8964259624481201
0,0.9995231628417969
1,0.9995574355125427
0,0.9994637370109558
0,0.9998190999031067
0,0.9995080232620239
0,0.9998499155044556
0,0.9987541437149048
0,0.9997597336769104
0,0.6984592080116272
0,0.9986881613731384
0,0.9998499155044556
1,0.9756848812103271
0,0.9997668862342834
1,0.9991493225097656
1,0.9313607811927795
0,0.9998389482498169
1,0.9958200454711914
1,0.8121998310089111
0,0.9998373985290527
0,0.9998143315315247
0,0.9998507499694824
0,0.9994256496429443
1,0.9834696650505066
0,0.9998517036437988
0,0.9995087385177612
0,0.999757707
0,0.99985218
0,0.9998524188995361
1,0.999637246
1,0.728701651
0,0.9943079352378845
1,0.9954053163528442
0,0.9998455047607422
0,0.9998445510864258
1,0.9996998310089111
0,0.9997802376747131
1,0.9996943473815918
1,0.9994378685951233
0,0.9996121525764465
0,0.9998438358306885
1,0.9954978227615356
1,0.8819896578788757
0,0.9998100399971008
1,0.5841301083564758
1,0.9996019005775452
1,0.9981756210327148
1,0.995239258
0,0.9998524188995361
0,0.9443839192390442
1,0.9995229244232178
0,0.9998290538787842
1,0.9050359129905701
0,0.9995833039283752
0,0.9997336268424988
1,0.9985274076461792
0,0.9996929168701172
1,0.9955393671989441
0,0.836966336
1,0.9659261703491211
1,0.9993090629577637
1,0.9992319345474243
1,0.9992319345474243
1,0.9992319345474243
1,0.9983713030815125
0,0.9998329877853394
1,0.9994445443153381
1,0.9850725531578064
1,0.9928962588310242
1,0.9396452903747559
0,0.9565230011940002
1,0.9942941069602966
0,0.9998111128807068
1,0.997119665
0,0.9996858835220337
0,0.999790609
0,0.9995676875114441
0,0.9998120665550232
0,0.9994805455207825
0,0.9998409748077393
0,0.9993329644203186
0,0.999833345
0,0.9997361302375793
0,0.999785841
0,0.9998045563697815
0,0.9998534917831421
0,0.9997490048408508
0,0.9130149483680725
0,0.9998406171798706
0,0.9998449087142944
0,0.9997604489326477
0,0.9990586638450623
0,0.9998012185096741
1,0.999494195
0,0.9993593096733093
0,0.9997283816337585
0,0.9992130994796753
0,0.9998030066490173
1,0.7324985861778259
0,0.9998434782028198
1,0.9971693158149719
0,0.9983689188957214
0,0.9998420476913452
0,0.9998524188995361
0,0.999850869
1,0.8535338044166565
0,0.7397382259368896
0,0.9998235106468201
0,0.9998493194580078
1,0.992401123
0,0.9986856579780579
0,0.9998226761817932
0,0.9998201727867126
1,0.9832170009613037
1,0.9994480013847351
0,0.9928669929504395
1,0.8595364093780518
0,0.9998447895050049
0,0.9977327585220337
0,0.9965049028396606
0,0.9997877478599548
0,0.9997847676277161
0,0.999822199
0,0.9998472929000854
0,0.9998365640640259
0,0.9998537302017212
1,0.9976224303245544
0,0.9998526573181152
0,0.9998499155044556
0,0.999750555
0,0.9895387291908264
0,0.99984026
0,0.9998348951339722
0,0.9998358488082886
1,0.999288797
1,0.9983173608779907
0,0.9995881915092468
0,0.9998030066490173
1,0.9992417097091675
0,0.9994664788246155
1,0.9981412887573242
0,0.9988161325454712
0,0.9998524188995361
1,0.9939350485801697
0,0.9998321533203125
0,0.9998459815979004
1,0.9929453730583191
0,0.9992043375968933
1,0.9918121099472046
1,0.9904695153236389
1,0.9904695153236389
1,0.9904695153236389
1,0.9904695153236389
0,0.999738872
0,0.9992941617965698
0,0.995941162
0,0.977358341
1,0.9469866156578064
0,0.9998382329940796
0,0.9965357780456543
0,0.9997650980949402
0,0.999845028
0,0.9998509883880615
0,0.9998427629470825
1,0.953406811
1,0.9888639450073242
0,0.999468982
0,0.9998279809951782
0,0.9998290538787842
0,0.9987331032752991
0,0.9997931122779846
1,0.9859938621520996
0,0.9998443126678467
0,0.9995330572128296
0,0.9998329877853394
0,0.9998351335525513
0,0.9998528957366943
1,0.876294732
0,0.999398947
0,0.9997981190681458
0,0.999826968
0,0.999315619
0,0.9998487234115601
0,0.9950063228607178
1,0.9929847717285156
0,0.998956561
0,0.9998525381088257
0,0.9982062578201294
1,0.9996553659439087
1,0.9888639450073242
0,0.9998323917388916
0,0.9998388290405273
0,0.9998515844345093
1,0.8673499226570129
0,0.9998482465744019
0,0.9990867376327515
0,0.9998530149459839
0,0.999365509
0,0.9997923970222473
0,0.9998512268066406
0,0.999342144
0,0.9998446702957153
0,0.9997197985649109
0,0.9998475313186646
0,0.9996175765991211
0,0.99985218
0,0.9998513460159302
0,0.9998447895050049
0,0.9996463060379028
0,0.9998161196708679
0,0.999830961
0,0.9998406171798706
0,0.9998461008071899
0,0.9998519420623779
1,0.9996283054351807
0,0.9943289160728455
1,0.999535322
0,0.9899936318397522
0,0.9228286147117615
0,0.9998462200164795
0,0.9998447895050049
1,0.9713507890701294
1,0.9928826093673706
0,0.8154429197311401
1,0.9811809062957764
0,0.9998050332069397
1,0.9811809062957764
1,0.9811809062957764
0,0.9520782232284546
1,0.9996706247329712
1,0.9958633184432983
1,0.9633920192718506
1,0.9858006834983826
0,0.999648929
1,0.9858006834983826
0,0.9998041987419128
1,0.9853649735450745
1,0.9924212098121643
1,0.984358549
0,0.9986482262611389
1,0.9858006834983826
1,0.9824017882347107
1,0.9661343097686768
1,0.9987824559211731
1,0.999219537
1,0.9985255599021912
1,0.9993458390235901
1,0.9876397252082825
1,0.7972818613052368
1,0.9925523996353149
1,0.636873722
1,0.9922171831130981
1,0.9994427561759949
1,0.9962563514709473
0,0.9998106360435486
1,0.9980986714363098
1,0.9989481568336487
1,0.9876082539558411
1,0.9803030490875244
1,0.9994435906410217
0,0.9960770010948181
0,0.9856892824172974
1,0.7724888920783997
0,0.8374643921852112
0,0.999673605
0,0.9986745119094849
0,0.9998412132263184
0,0.9998356103897095
0,0.9998281002044678
0,0.9980691075325012
0,0.9968442916870117
0,0.9397311806678772
1,0.999694824
0,0.999788225
0,0.9998480081558228
0,0.9998412132263184
1,0.9990324974060059
1,0.9987962245941162
0,0.9996377229690552
1,0.995311975
1,0.9995877146720886
0,0.9998495578765869
1,0.9996664524078369
0,0.9998149275779724
1,0.9122788310050964
0,0.9997996687889099
1,0.9940409064292908
0,0.9992477893829346
0,0.999842644
0,0.9997926354408264
0,0.9998488426208496
0,0.9998533725738525
0,0.9996625185012817
0,0.9996432065963745
0,0.9998292922973633
0,0.9997735619544983
1,0.9941828846931458
0,0.9998501539230347
0,0.9998419284820557
0,0.9997454285621643
0,0.999597967
0,0.9720364212989807
0,0.9998384714126587
1,0.9708847999572754
0,0.999825656
0,0.9998382329940796
0,0.9997945427894592
0,0.9997634291648865
0,0.9998470544815063
0,0.9998395442962646
0,0.9998310804367065
0,0.9997612833976746
0,0.99946183
0,0.9972960352897644
0,0.9784335494041443
0,0.9867275357246399
0,0.9997299313545227
0,0.9997771382331848
0,0.9998185038566589
1,0.9914140701293945
0,0.9998414516448975
0,0.9995808005332947
0,0.9998379945755005
0,0.9997227787971497
0,0.9994267225265503
1,0.6883311867713928
0,0.9998327493667603
0,0.9998059868812561
0,0.9996565580368042
0,0.9969021081924438
1,0.9967517852783203
0,0.9997037053108215
0,0.9998352527618408
0,0.9998363256454468
0,0.999400258
0,0.9998512268066406
0,0.9997251629829407
1,0.9922996163368225
1,0.998636782
0,0.9992952346801758
0,0.9998477697372437
1,0.9858685731887817
0,0.9996196031570435
0,0.9988312125205994
0,0.9994756579399109
0,0.9996992349624634
0,0.996638298
0,0.999843955
0,0.9997730851173401
0,0.6733323931694031
0,0.9993939399719238
0,0.8125874996185303
0,0.999302864
0,0.9996008276939392
0,0.9990630745887756
0,0.9998418092727661
0,0.9985044002532959
0,0.9998338222503662
0,0.9981099367141724
1,0.9996514320373535
0,0.9803395867347717
0,0.9996621608734131
1,0.9572690725326538
0,0.999751627
1,0.9977317452430725
0,0.9994756579399109
0,0.9996985197067261
1,0.9985811710357666
0,0.9998477697372437
0,0.9998039603233337
1,0.9578149914741516
1,0.999537468
0,0.9998132586479187
0,0.9997414946556091
0,0.862709641
0,0.9993144273757935
1,0.9188304543495178
0,0.9998098015785217
0,0.99981159
0,0.9998517036437988
0,0.9997016787528992
0,0.999850869
0,0.9996451139450073
1,0.9870540499687195
0,0.9958983063697815
0,0.9973147511482239
0,0.9998125433921814
0,0.9806740283966064
1,0.997232974
0,0.9993821382522583
1,0.938337505
1,0.9990083575248718
0,0.999698281
0,0.998036802
1,0.9892156720161438
1,0.9996730089187622
0,0.9998418092727661
0,0.998018742
1,0.9188304543495178
0,0.9990326166152954
0,0.9998193383216858
0,0.9987034797668457
1,0.700308084
0,0.9996775388717651
0,0.9998189806938171
0,0.9993867874145508
0,0.9997921586036682
0,0.8568015098571777
0,0.9998517036437988
0,0.9997876286506653
1,0.9996912479400635
1,0.9672969579696655
0,0.9997758269309998
0,0.9997885823249817
1,0.9996076226234436
1,0.9996631145477295
1,0.9920604228973389
0,0.9989060163497925
0,0.9799697995185852
0,0.9998346567153931
1,0.8946124315261841
0,0.9996590614318848
1,0.9982860684394836
1,0.9927288889884949
1,0.9559831619262695
1,0.9906154870986938
0,0.9998242259025574
0,0.55454421
0,0.9998270869255066
0,0.9996730089187622
0,0.999323845
1,0.8450261950492859
1,0.9945369362831116
0,0.9984563589096069
0,0.9973043203353882
0,0.9994639754295349
0,0.9993784427642822
1,0.9910171031951904
0,0.9984979629516602
1,0.9868324995040894
0,0.9998210072517395
0,0.9995379447937012
0,0.9932423233985901
1,0.9986042380332947
0,0.9998362064361572
1,0.9986012578010559
0,0.9384286403656006
0,0.9996664524078369
0,0.9911948442459106
0,0.9767541885375977
1,0.7132593989372253
0,0.9998302459716797
1,0.5171335339546204
1,0.9994171857833862
0,0.9969795942306519
0,0.9980514049530029
0,0.9996334314346313
1,0.9815680384635925
1,0.9994171857833862
0,0.9997060894966125
0,0.9997177720069885
0,0.9975327253341675
0,0.9986612796783447
0,0.9998384714126587
0,0.9995095729827881
1,0.9996193647384644
1,0.9986855387687683
0,0.999843955
0,0.9996521472930908
0,0.9998427629470825
1,0.6006569266319275
0,0.9987989664077759
1,0.9909570217132568
1,0.9959587454795837
1,0.962568998
1,0.9995706677436829
1,0.9839443564414978
1,0.9652509689331055
1,0.9751478433609009
1,0.9994889497756958
1,0.9960426092147827
1,0.9923509955406189
1,0.9843704104423523
0,0.9992139339447021
1,0.9809516668319702
1,0.9996830224990845
0,0.9995556473731995
1,0.9994660019874573
0,0.9998277425765991
0,0.9998527765274048
0,0.9998515844345093
1,0.9920714497566223
0,0.9974639415740967
0,0.9998018145561218
0,0.9978839755058289
1,0.986591101
0,0.9949257373809814
0,0.9997912049293518
0,0.9998102784156799
0,0.9992431402206421
1,0.8562996983528137
0,0.9998396635055542
0,0.9998406171798706
0,0.9998401403427124
0,0.9993603825569153
0,0.9996792078018188
0,0.9996510744094849
1,0.9954888224601746
1,0.9606867432594299
1,0.9986224174499512
0,0.9997634291648865
1,0.9985699653625488
1,0.5007383823394775
1,0.9996918439865112
1,0.9981572031974792
1,0.9977681636810303
1,0.9976735711097717
0,0.9969603419303894
1,0.9616912603378296
1,0.93527168
0,0.9879288077354431
0,0.999393106
0,0.9157823920249939
0,0.9992198944091797
0,0.9976267218589783
0,0.9998431205749512
0,0.9996864795684814
0,0.9997972846031189
0,0.9989984631538391
0,0.9996022582054138
1,0.9229804277420044
0,0.9995354413986206
0,0.9998375177383423
0,0.997157097
0,0.9998382329940796
1,0.5393033027648926
0,0.9997046589851379
0,0.9962628483772278
0,0.999187171
0,0.9998237490653992
1,0.9996989965438843
0,0.9995668530464172
0,0.6018339395523071
0,0.9998352527618408
0,0.9990085959434509
0,0.9998480081558228
0,0.9996594190597534
0,0.9996979236602783
1,0.9882798194885254
0,0.9904279708862305
0,0.9998487234115601
0,0.9998177886009216
0,0.9998249411582947
0,0.9991612434387207
0,0.999836802
