Sentiment,Probability
0.0,0.9998500347137451
0.0,0.9998326301574707
0.0,0.9970699548721313
0.0,0.9998495578765869
0.0,0.9997726082801819
0.0,0.9998517036437988
1.0,0.9975088834762573
1.0,0.6069933772087097
1.0,0.9987512826919556
1.0,0.986291229724884
1.0,0.9675394892692566
0.0,0.9998525381088257
1.0,0.9436370730400085
0.0,0.6875890493392944
1.0,0.9584697484970093
0.0,0.9991224408149719
1.0,0.99339359998703
0.0,0.9989126920700073
0.0,0.9997472167015076
0.0,0.5449927449226379
1.0,0.8557685017585754
1.0,0.9485486745834351
1.0,0.995703399181366
0.0,0.9862323999404907
0.0,0.9201101064682007
0.0,0.999840259552002
0.0,0.985220193862915
1.0,0.9983137845993042
0.0,0.9997336268424988
1.0,0.999276340007782
0.0,0.9982313513755798
0.0,0.9998416900634766
1.0,0.9990643858909607
1.0,0.9994258880615234
1.0,0.998264491558075
1.0,0.9996415376663208
0.0,0.9998061060905457
0.0,0.9998055100440979
1.0,0.9814824461936951
0.0,0.9998531341552734
0.0,0.9996178150177002
0.0,0.9998108744621277
1.0,0.9825173020362854
0.0,0.9998528957366943
1.0,0.9792856574058533
1.0,0.966733455657959
1.0,0.9986434578895569
1.0,0.9935182929039001
1.0,0.9612569808959961
1.0,0.9825173020362854
0.0,0.9875303506851196
0.0,0.9444867968559265
0.0,0.9998533725738525
0.0,0.6655538082122803
0.0,0.9991433620452881
1.0,0.9921435117721558
0.0,0.9982833862304688
0.0,0.9982545971870422
1.0,0.8796053528785706
1.0,0.9989792704582214
0.0,0.9998449087142944
0.0,0.9991433620452881
0.0,0.9998142123222351
0.0,0.9996640682220459
0.0,0.999841570854187
0.0,0.9979346990585327
0.0,0.9998106360435486
0.0,0.99744713306427
0.0,0.965456485748291
0.0,0.9997739195823669
0.0,0.9992836117744446
0.0,0.9998401403427124
0.0,0.9998524188995361
0.0,0.9998524188995361
0.0,0.9998522996902466
0.0,0.9998406171798706
0.0,0.9998171925544739
0.0,0.9995922446250916
0.0,0.9998403787612915
0.0,0.9983183145523071
0.0,0.9998321533203125
0.0,0.9993138313293457
0.0,0.9997898936271667
0.0,0.9998103976249695
0.0,0.9998528957366943
0.0,0.9998517036437988
0.0,0.9997639060020447
0.0,0.9998458623886108
1.0,0.9996721744537354
0.0,0.9997708201408386
0.0,0.9992664456367493
0.0,0.993878960609436
0.0,0.9987162351608276
0.0,0.9998526573181152
0.0,0.9998192191123962
0.0,0.9996067881584167
0.0,0.9997912049293518
0.0,0.9982393980026245
0.0,0.9998489618301392
0.0,0.9998515844345093
0.0,0.9975221753120422
0.0,0.9998512268066406
1.0,0.999556839466095
0.0,0.999849796295166
0.0,0.9990968704223633
0.0,0.9998525381088257
0.0,0.9454542398452759
0.0,0.9998465776443481
1.0,0.9473043084144592
0.0,0.9998525381088257
0.0,0.9196486473083496
0.0,0.828372597694397
1.0,0.9823748469352722
0.0,0.9998443126678467
0.0,0.9998501539230347
0.0,0.9981158971786499
1.0,0.9972654581069946
0.0,0.9998493194580078
1.0,0.9997010231018066
1.0,0.9997010231018066
1.0,0.9996877908706665
1.0,0.9996259212493896
0.0,0.9997854828834534
0.0,0.53629070520401
0.0,0.9998534917831421
0.0,0.9998525381088257
0.0,0.9998486042022705
0.0,0.999834418296814
